paragraph_start_line,kind,sentence
3318,quantitative,"operating-point-defining methods over the 9\,900 primary pairs."
3318,narrative,Top: mean per-vertex error.
3318,narrative,Bottom: target-relative new-flip frequency mapped to each vertex by the mean over its incident faces.
3318,narrative,This aggregation is for spatial display only and does not alter the face-level benchmark scorer.
3318,narrative,"Each row uses one shared colour scale; all panels use the same projection, extent and point size."
3318,narrative,Cyan markers denote the nine constrained landmarks.
3329,comparative_claim+implementation,"Qualitative cases are selected deterministically from the held-out test outputs rather than curated: the protocol fixes six roles in advance---the median-RMSE pair, pairs near the 10th and 90th percentile of control magnitude, the pair with the highest certificate iteration count, the pair with the largest certified-RB-SR gain over the anchor, and, mandatorily, the worst certified-RB-SR failure relative to the best of Ridge and LAMM."
3329,implementation_claim,"The mandatory failure case carries the most important caveat of the whole qualitative audit: the certificate held on that pair while reconstruction error was nevertheless large, demonstrating concretely that the fold certificate bounds geometric degeneracy, not accuracy, and must never be read as an overall correctness signal."
3329,narrative,These cases are post-hoc diagnostics and do not reopen model selection. shows the two extreme roles; the remaining four appear in .
3344,quantitative,rfredrawindex12 Fig 5.10 --- Deterministic qualitative extremes
3348,narrative,"Each row shows the source, target, certified RB-SR prediction and per-vertex error on the same smooth-shaded surface. (a) Largest gain over Ridge. (b) Selected failure case."
3348,implementation_claim,"The second row demonstrates that the fold certificate bounds geometric degeneracy, not reconstruction error."
3357,comparative_claim,"The sub-unit and spatial-error results establish where RB-SR improves the dense prediction, but they do not yet explain the behaviour of the learned residual pathway."
3357,quantitative,The Stage 2 validation sweep supports one conclusion: the useful residual gain is small and a compact predictor remains subject to explicit geometric-risk control.
3363,narrative,Source conditioning is also visible directly.
3363,narrative,"In , the same nine-control vector is applied to four registered source noses."
3363,narrative,"The middle column shows the source-conditioned completion, while the final column isolates the vertex-wise contribution of the matched source code relative to the controls-only Ridge prediction."
3363,quantitative,The non-uniform response provides a qualitative counterpart to the matched/mean/shuffled source-code ablation in Stage 1.
3363,narrative,"This is evidence of source-conditioned behaviour within the observed cohort, not an accuracy comparison or a set of predicted surgical outcomes."
3374,quantitative,figures/eval_review_v3/eval_07_personalisation_scatter_review_v1.pdf
3377,narrative,vector is applied to four registered source noses.
3377,quantitative,"From left to right: source geometry, source-conditioned completion, and the conditioning contribution D_src(v)- D_ctrl(v) _2, where D_ctrl is the controls-only Ridge prediction."
3377,implementation_claim,"All panels use the same projection and extent; cyan points mark the nine controls, and the four contribution maps share one colour scale."
3377,narrative,The final column is not a target-error map.
3377,narrative,This diagnostic supports source-conditioned behaviour within the observed cohort but makes no ground-truth accuracy or surgical-outcome claim.
3389,implementation_claim,The gate and certificate panels in provide the corresponding vertex-level interpretation.
3389,narrative,"Gate activation is sparse, the admitted correction is local, and the final deformation remains close to the stable Ridge field."
3389,narrative,"This behaviour is consistent with the limited residual headroom established earlier: RB-SR is not required to replace the anchor with a free dense generator, but only to recover a small, predictable component of the remaining deformation."
3389,comparative_claim,"Where that correction is admitted anatomically is shown by the Stage 3 mechanism map in : the pattern is selective rather than uniform, with stronger correction along parts of the dorsum--tip column and reduced admission across higher-risk lateral and alar regions."
3401,narrative,"Together, these diagnostics show that RB-SR's advantage does not come from replacing the anchor with a larger opaque generator."
3401,narrative,It comes from combining a compact residual predictor with spatially selective admission.
3401,narrative,"The former estimates the limited recoverable correction, while the latter allocates that correction according to its predicted local benefit and geometric cost."
3408,narrative,"The residual pathway should remain small, local and subordinate to the Ridge anchor."
3408,comparative_claim,Model complexity is useful only when it improves the selected accuracy--regularity operating point; the essential contribution is the controlled anatomical admission of the residual correction.
3415,narrative,"With all stages established, the operating-point landscape is the synthesis. places the proposed method, its matched Ridge reference and the five external baselines on the accuracy--regularity plane."
3415,quantitative,"Hybrid is not plotted because it is the internal fixed-blend ablation used to derive the spatial gate in Chapter 4, not a separate benchmark competitor."
3415,quantitative+implementation,"Three vertices define the frontier: ARAP is the low-flip but inaccurate geometric endpoint; LAMM is the high-accuracy but high-risk learned endpoint; and certified RB-SR occupies a balanced frontier position---within 9\% of LAMM's accuracy while producing fewer new flips than every method except ARAP, with a fallback anchor, an applicability boundary and a hard fold certificate that neither endpoint offers."
3415,comparative_claim,CVAE and bi-Laplacian sit in the dominated high-risk corner.
3415,comparative_claim,Lower is better on both axes.
3415,narrative,"No single method wins both axes---which is why the contribution defended here is a justified operating point on a fair benchmark, not a universal winner."
3430,quantitative,rfredrawindex13 Fig 5.2 --- Accuracy--regularity operating points
3434,quantitative,"The horizontal axis is ROI RMSE, the logarithmic vertical axis is target-relative new-flip frequency, and bubble area denotes edge-strain p_95."
3434,narrative,"LAMM is the accuracy endpoint, ARAP the regularity endpoint, and certified RB-SR lies beside its Ridge reference between these extremes."
3434,narrative,Hybrid is omitted because it is an internal residual ablation.
3442,narrative,"A consultation tool should expose operating modes and risk language, not render the most aggressive after-image."
3446,narrative,A risk-aware core must keep its advantage when the sparse controls are imperfect.
3446,quantitative,"The control-noise study (post-hoc diagnostic tier) perturbs the nine controls with shared seeded Gaussian draws at levels 0, 0.25, 0.5 and 1.0 (three seeds, identical draws for every method), evaluates the 4\,830 validation pairs, and averages within pair before summarising."
3446,narrative,"Four methods span the decision space: the ridge anchor, certified RB-SR, the accuracy leader LAMM, and the regularity endpoint ARAP. and report the result."
3456,narrative,Two readings carry the section.
3456,narrative,"First, LAMM's accuracy lead is fragile."
3456,quantitative,"On clean controls LAMM is the most accurate method (1.0160 vs.\ certified RB-SR's 1.1123 on the validation pairs), but it degrades along the steepest slope of the study: by 0.5 noise units certified RB-SR has already overtaken it (1.1873 vs.\ 1.2348), and at 1.0 the gap widens to 1.3710 vs.\ 1.5938."
3456,quantitative,"Its flip incidence grows in parallel, from 0.856\% to 1.478\%."
3456,quantitative,"LAMM's accuracy lead persists at 0.25 noise but is lost by the 0.5 perturbation level, a relevant sensitivity for imperfect or off-distribution consultation controls."
3456,narrative,"Second, the anchored family is noise-stable, and the residual advantage shrinks as noise grows."
3456,quantitative,"Certified RB-SR remains below its own anchor at 0 and 0.25, and the two curves cross between 0.25 and 0.5 (1.1873 vs.\ the anchor's 1.1838): the learned correction that helps on clean controls is not robust to large input perturbation."
3456,implementation_claim,"This is precisely why the runtime ships the anchor as the synchronous default and admits the certified residual only as an asynchronous, revocable refinement."
3456,quantitative,ARAP keeps by far the fewest flips at every level (0.054\!
3456,quantitative,"\!0.292\%) while remaining the least accurate, completing the same trade-off triangle as the clean headline."
3476,quantitative,rfredrawindex14 Fig 5.9 --- Control-noise sensitivity
3480,quantitative,three shared seeds. (a) ROI RMSE. (b) Target-relative new-flip frequency. (c) Edge-strain p_95.
3480,quantitative,"LAMM leads on clean controls but is overtaken by certified RB-SR at noise level 0.5; the RB-SR and Ridge curves cross between 0.25 and 0.5, while ARAP retains the lowest flip rate."
3489,quantitative,"seeds, 4\,830 pairs, within-pair mean before summary; post-hoc diagnostic tier)."
3489,comparative_claim,Best per noise column in bold.
3489,narrative,"Flip is the target-relative new-flip\,\% of ."
3495,quantitative,"4cROI RMSE 4cnew-flip\,\% \\ (lr)2-5 (lr)6-9 method 0 0.25 0.5 1.0 0 0.25 0.5 1.0 \\"
3499,quantitative,Certified RB-SR (proposed) 1.1123 1.1320 1.1873 1.3710 0.251 0.266 0.306 0.453 \\ \;\;ridge anchor (ref.) 1.1249 1.1400 1.1838 1.3429 0.354 0.369 0.414 0.580 \\ LAMM 1.0160 1.0812 1.2348 1.5938 0.856 0.905 1.041 1.478 \\ ARAP 1.8070 1.8300 1.8964 2.1389 0.054 0.078 0.128 0.292 \\
3506,implementation_claim,"The anchor reference row also settles the platform's default: beyond moderate noise the anchor is the more accurate of the anchored pair, so the runtime's synchronous anchor-first design is not merely a latency convenience but the noise-robust choice. records the boundary conditions a limitation-aware platform should surface rather than hide."
3518,narrative,Method family Observed boundary condition Design response \\
3520,narrative,ARAP Very regular surfaces but off-target dense deformation.
3520,narrative,"Use as regularity reference, not default preview."
3520,narrative,\\ Bi-Laplacian Smoothness alone can fail both accuracy and safety.
3520,narrative,Do not equate smoother fields with safer morphology.
3520,narrative,\\ CVAE-only Accurate (beats geometry) but geometrically unstable: high new-flip rate.
3520,narrative,"Use neural capacity only as a gated residual, not a free generator."
3520,narrative,"\\ LAMM Most accurate on clean controls, but flip-prone in the alae and fragile under control noise."
3520,narrative,"Treat measured accuracy frontier as an upper bound, not a deployable point."
3520,comparative_claim,"\\ Unsafe residual proposal Mean RMSE improves, but alar flips increase, revealing a geometric cost."
3520,narrative,Admit residuals only through the RB-SR spatial risk budget.
3520,implementation_claim,\\ Certified RB-SR Gain is sparse and modest; the certificate bounds fold-over but does not detect large reconstruction error (see the mandatory worst case in the qualitative audit).
3520,implementation_claim,Present as controlled residual admission; pair the certificate with the accuracy read-out rather than presenting it as overall correctness.
3532,narrative,The admission boundary is supported at two levels.
3532,comparative_claim,The Stage 3 validation history shows that the spatial gate improves RMSE but does not satisfy the soft orientation budget.
3532,quantitative+implementation,"Stage 4 therefore gives the boundary its structural form: the deployment decision is the hard ridge-relative fold certificate of , which held on all 9\,900 test pairs at 99.2\% mean residual retention."
3532,narrative,"The admission boundary is thus a validation-selected operating point completed by a per-pair hard guarantee, not a post-hoc table of non-canonical flip scores."
3543,comparative_claim+implementation,"Because source-PCA improves the anchor, the runtime is face-specific instead of a generic reference-nose warp."
3543,narrative,"Because the residual helps only with a measurable geometric cost, it is exposed as a certified asynchronous refinement rather than an unconditional update."
3543,implementation_claim,"Because risk concentrates spatially, the runtime recomputes the control-scale applicability statistic after every edit and resolves the certificate before any refined geometry replaces the anchor."
3543,narrative,"Because ARAP shows that stronger geometric caution costs accuracy, and LAMM shows that stronger accuracy costs regularity, the tool does not pretend the most conservative and most accurate previews are the same object; caution is instead reached by resolving back to the ridge anchor."
3543,narrative,"The deformation mechanism the demo ships is therefore the synchronous ridge anchor plus the certified RB-SR refinement---the justified operating point of , with fewer new flips than the anchor itself."
3560,implementation_claim,The benchmark and runtime quantities serve different roles.
3560,narrative,ROI RMSE and target-relative new-flip rate require a registered benchmark target and are therefore evaluation-only measures.
3560,implementation_claim,"At run time, source-computable edge strain is displayed as a geometric read-out, the control-scale applicability statistic governs request admission, and the Ridge-relative fold certificate governs learned-residual admission. makes the correspondence explicit."
3560,narrative,"These quantities remain geometric proxies rather than calibrated clinical measurements; edge strain in particular is an ordinal surface-stretch read-out, not a tissue-tension value."
3574,narrative,Benchmark target-dependent quantities are not presented as live per-edit measurements.
3581,implementation_claim,Quantity Benchmark role Runtime analogue / action \\
3583,implementation_claim,ROI RMSE Dense target-relative fidelity No direct per-edit runtime value; no dense target exists for a user edit.
3583,implementation_claim,"\\ Target-relative new-flip\,\% Benchmark geometric degeneracy Ridge-relative fold certificate K(D_ cert) K(D_R)."
3583,quantitative+implementation,\\ Edge-strain p_95 Geometric stretch Descriptive runtime read-out; it does not itself trigger scale-back or withholding.
3583,narrative,\\ Control-scale Applicability relative to the evaluated control range Scale back or withhold an out-of-range request.
3591,narrative,"The practical translation is the accept/shrink/reject state machine in : over-ambitious edits are pulled back into the benchmark-calibrated envelope, so the patient and surgeon discuss a suitable design rather than a fantasy shape."
3599,narrative,Every claim so far is about the reference implementation; a final piece of evidence (supplementary tier) checks selected deployment invariants in the artefact a clinician would actually open.
3599,implementation_claim,"The released browser build is bound to the released models by content hash---the exported engine, gate and certificate parameters are the byte-identical artefacts of the release commit---and an executable verifier replays a fixed battery of cases through the browser engine and compares selected outputs and aggregates with stored reference goldens."
3599,quantitative,"The battery produces 51 PASS checks, covering the synchronous anchor path, the certified residual path, the applicability boundary decisions, the display/evaluation frame separation of , and the upload validation rules."
3599,quantitative+implementation,"The strictest numeric check is the certified path itself: the worst-case browser-versus-reference vertex deviation across the battery is 5.41 10^-7 model units, numerical-precision distance rather than implementation divergence."
3599,implementation_claim,These checks bind the browser inference assets and selected numerical outputs to their stored references; they do not erase the explicit display/evaluation-frame distinction of .
3599,implementation_claim,"The public replay tooling independently recomputes the release-level headline statistics from committed pair-level records, while full retraining requires the licensed dataset and is documented as such ()."
3623,narrative,A platform claim is only credible if its implementation is inspectable where it is meant to run. therefore reports only constants and cost records present in the current release metadata.
3623,implementation_claim,"No public committed record supports a GPU-memory figure or an end-to-end browser-latency distribution, so neither is claimed here."
3635,narrative,The training identities belong to the frozen final confirmation split; the deployed Ridge anchor and geometric baselines have no learned-training cost.
3641,narrative,Item Value (source: released asset) \\
3643,quantitative+implementation,"Training hardware Colab GPU runtime (CUDA; neural\_field\_metadata) \\ Neural-field (CVAE) parameters 62,371 (no sub-unit features; CVAE package) \\ Training cost CVAE: 180 epochs, batch 16, AdamW lr 10^-3; RB-SR gate: 152.9\,s wall-clock for the full 80-epoch run (elapsed\_sec in rbsr\_gate\_training.json) \\ Ridge anchor fit closed-form deterministic solve, =300; no iterative training \\ Deployed runtime map exact linear map d= c\, W_ ctrl, W_ ctrl R^27 11802, stored in demo/public/bundle/ridge\_browser.json \\ Browser deployment static React\,+\,Three.js client whose standalone local path requires no server; an optional service-backed certified path is attempted first when configured, with fail-closed fallback to the local certified path or Ridge anchor."
3643,quantitative,Risk metrics (linear-time flips/strain plus the fixed-dimensional applicability statistic) are recomputed per edit \\ ROI size 3934 ROI vertices; 3925 free vertices scored (nine landmarks hard-fixed) \\ Data scale 846 valid identities in the parent pool; 100 previously observed parent-test identities excluded; final 576 train / 70 validation / 100 test; 9900 ordered test pairs \\ Seeds split/pair =20260809; training/global/bootstrap/noise =20260609; primary chains 20260609--20260611 \\
3656,narrative,"gives the implementation-level parameter summary behind these cost figures, separating the CVAE residual model, the ridge anchor and the RB-SR gate."
3668,narrative,Group Parameter Value \\
3670,quantitative+implementation,Data Dataset scope FaceScape only; neutral expression; registered topology \\ Data Final identity split 576 train / 70 validation / 100 test; 100 previously observed parent-test identities excluded \\ Data Test pairs 9900 ordered test pairs \\ ROI ROI vertices 3934 \\ ROI Strict free vertices 3925 \\ Ridge anchor Input dimension 91=27+64 \\ Ridge anchor Output dimension 11802=3934 3 \\ Ridge anchor Ridge penalty =300.0 \\ CVAE Source-PCA dimension 64 \\ CVAE Delta-PCA observation dimension 16 \\ CVAE Latent dimension 8 \\ CVAE Hidden width 128 \\ CVAE Activation / normalisation SiLU + LayerNorm \\ CVAE Vertex feature dimension 15 \\ CVAE Parameter count 62371 \\ CVAE training Epochs 180 \\ CVAE training Batch size 16 \\ CVAE training Optimiser AdamW \\ CVAE training Learning rate 10^-3 \\ Hybrid ablation Strict selected 0.1 \\ RB-SR gate Hidden width 64 \\ RB-SR gate Parameter count 11905 \\ RB-SR gate Epochs 80 (validation-selected epoch 15) \\ RB-SR gate Budget multipliers (orientation / strain) 1.0 / 0.8 relative to the ridge validation proxy \\ RB-SR gate Training budgets (orientation / strain surrogate) 0.0023080 / 0.0065829 \\ RB-SR test gate Mean / p95 / active fraction 0.2374 / 0.6753 / 0.1358 \\ Certificate Attenuation / max iterations / uniform steps 0.75 / 64 / 1001 \\ Certificate (test) Rate / mean retention / mean iterations 1.0 / 0.9921 / 13.77 \\ Seeds Registry split/pair =20260809; training/global/bootstrap/noise =20260609 \\
3703,quantitative,The released architecture is compact: approximately 62k CVAE parameters plus a 12k-parameter gate.
3703,quantitative+implementation,"The deployed synchronous object is not the network but an exported 27 11802 linear operator, so the browser preview uses an exact matrix multiply with no inference server and resolves the certified refinement asynchronously."
3703,narrative,This implementation supports a static-client design; a release-backed end-to-end latency distribution remains to be measured rather than inferred from the architecture alone.
3714,narrative,The evaluation answers the research questions of .
3714,comparative_claim,"RQ1 (priors): the data-aware methods dominate generic geometry, and the measured accuracy frontier belongs to LAMM (ROI RMSE 0.9715); certified RB-SR at 1.0599 is descriptively 35--47\% below the geometric baselines and 20\% below direct CVAE generation under the shared protocol."
3714,narrative,"These are direct method-to-method gaps, not the Ridge-referenced Holm family."
3714,narrative,"Because the test identities are excluded from final retraining, these gaps show the learned sparse-to-dense map generalises the population-level control shape regularity rather than memorising training noses."
3714,quantitative+implementation,"RQ2 (proposed method): the predeclared primary hypothesis passes---certified RB-SR beats its matched anchor on ROI RMSE (-1.30\%, d_z=-0.97) and target-relative new flips (-31.6\%, d_z=-2.51, 100\% win rate) with the certificate holding on every pair, while the edge-strain difference remains honestly unresolved (+0.00012)."
3714,comparative_claim,"This is a justified operating point, not universal dominance: ARAP keeps the fewest flips and LAMM the lowest error, and the post-hoc PCA-128 study indicates the certified architecture can trade toward LAMM's corner when capacity is unlocked."
3714,quantitative,"RQ3 (mechanism): the residual proposal already contains useful corrective signal, spatial gating extracts additional accuracy beyond the fixed blend, and deterministic certification removes the gate-induced fold excess while retaining approximately 99.2\% of the residual correction."
3714,narrative,The source-conditioning ablation confirms that the anchor uses the supplied identity.
3714,quantitative+implementation,"RQ4 (deployment): the benchmark explains why Rhinoform ships the anchor synchronously and the certified refinement asynchronously, surfaces the applicability boundary, and locks browser behaviour to the released assets through 51 conformance checks."
3714,narrative,Two points bound the interpretation.
3714,comparative_claim,"First, RB-SR improves ROI RMSE only modestly over its own ridge anchor; its large advantage is over the geometric and CVAE baselines, and the deployed value of the residual is that it is certifiably admitted, not that it is large."
3714,narrative,"Second, the metric set is not tuned to flatter the proposed method: ARAP legitimately wins both regularity columns and LAMM wins accuracy, which is exactly why the contribution is framed as a justified operating point on a fair, field-standard accuracy--regularity benchmark rather than a universal winner."
3714,narrative,"The work is technically evaluated, not clinically validated: it visualises the desired change on the patient's own face and shows when a request leaves the credible geometric envelope, without claiming to predict surgery."
3757,comparative_claim,"Rhinoform fills a concrete gap in current rhinoplasty-preview practice as a research prototype that enhances the established preview paradigm along five axes. (i) Functional: it replaces the static before/after image with interactive sparse-control editing. (ii) Performance: the protocol-controlled benchmark shows RB-SR lowers ROI RMSE below both geometric propagation and direct CVAE generation. (iii) Credibility: instead of a single ``after'' image, it surfaces live normal-flip, edge-strain and OOD instruments. (iv) Personalisation: source-PCA identity conditioning makes the same nasal edit produce a different dense response on different source faces. (v) Evaluation: it complements visual plausibility with a protocol-controlled deformation benchmark."
3757,narrative,"The contribution is thus a complex research prototype that enhances the existing preview paradigm with a transparent sparse-to-dense deformation engine, face-specific statistical conditioning, and live geometric credibility feedback."
3773,narrative,"design commits to an explicit accuracy-primary, regularity-constrained operating strategy: RB-SR admits the residual under a spatial risk budget rather than minimising flips, which is exactly why the regularity-oriented ARAP legitimately wins the regularity columns---a deliberate trade-off, not a defeat."
3773,narrative,Several threats to validity are addressed directly.
3773,narrative,The main anchor/residual ordering is not an artefact of clean controls: the anchored Ridge/RB-SR pair exhibits comparatively gradual degradation under the specified control perturbations ().
3773,narrative,"It is not an artefact of a metric set tuned to flatter the method: the same field-standard accuracy/regularity pair is applied identically to all methods, and ARAP wins regularity."
3773,quantitative,The Stage 1 and Stage 2 validation diagnostics show that the anchor is already a strong predictor and that the recoverable residual gain is small.
3773,narrative,"Finally, the claims are deliberately scoped---the work is technically evaluated, not clinically validated; all metrics are screening proxies in uncalibrated FaceScape units; and the normal-flip rate is a geometric-degeneracy credibility warning, not a human-perceptible threshold or a clinical safety guarantee."
3773,narrative,"Read this way, the transparent-anchor-plus-gated-residual pattern is a candidate approach for other sparse-control, safety-sensitive medical shape-editing tasks, not only rhinoplasty."
3802,narrative,Rhinoform was developed to support morphology communication in rhinoplasty consultation.
3802,implementation_claim,"The project combines a browser-based consultation prototype with a controlled sparse-to-dense nasal deformation benchmark, allowing interactive shape edits to be evaluated through the same accuracy and regularity metrics used offline."
3808,narrative,The evaluation demonstrates four main findings.
3808,narrative,"First, data-aware conditioning is important for dense nasal reconstruction."
3808,narrative,"The learned methods recover the nasal ROI more accurately than generic geometric propagation, showing that the source identity and learned population structure carry useful information beyond the sparse handles alone."
3808,narrative,"Second, geometric priors remain valuable for surface regularity: ARAP provides the clearest low-risk endpoint, even though it gives up dense accuracy."
3808,implementation_claim,"Third, the measured accuracy frontier belongs to a modern localized neural editor---LAMM, retrained under the identical protocol, is the most accurate evaluated method---but that accuracy arrives with markedly more fold-over and strain, degrades fastest under control noise, and comes without a fallback anchor, an applicability boundary or a fold certificate."
3808,narrative,"Fourth, accuracy and regularity behave as separable axes."
3808,comparative_claim,"The best deployment choice is therefore a justified operating point on a measured frontier, rather than a single method that dominates every criterion; the post-hoc PCA-128 study further indicates that where the certified architecture sits on that frontier is a capacity choice, not an architectural ceiling."
3825,narrative,This interpretation clarifies the role of the learned residual.
3825,narrative,"The hybrid and RB-SR results show that nonlinear residual structure exists, but the effect is small because the ridge anchor already captures much of the low-frequency response specified by the nine landmark controls."
3825,implementation_claim,"The residual that remains is spatially uneven and can introduce geometric risk when admitted without constraint---and soft budgets alone did not bound that risk, which is what made the hard ridge-relative certificate a structural component rather than an accessory."
3825,implementation_claim,Certified RB-SR is therefore most useful as a controlled residual mechanism: it keeps the stability of the source-conditioned anchor while admitting residual corrections where the gate permits and the certificate holds.
3837,narrative,These findings also explain the prototype design.
3837,implementation_claim,"The default preview uses the ridge anchor because it is accurate, stable and exactly real-time, while the certified refinement is resolved asynchronously and replaces the anchor only when its certificate holds."
3837,narrative,"In consultation use, a small RMSE gain has to be balanced against the risk of rendering a geometrically unreliable preview with confidence."
3837,narrative,"The interface makes this trade-off visible through the risk read-outs and the applicability boundary, allowing edits to be accepted, scaled back or withheld according to the measured envelope."
3837,narrative,"The deployment contribution is therefore the translation from benchmark evidence into an auditable interaction design, checked by the released conformance battery."
3852,narrative,"This dissertation makes four contributions, mirroring ."
3854,narrative,"First, it formulates nasal morphology editing as a registered sparse-control to dense-deformation task and evaluates eight methods---spanning classical geometric propagation, direct neural generation, and localized neural shape-space editing including a retrained LAMM---under one pre-specified protocol."
3854,narrative,"A fixed nine-landmark protocol expresses interpretable nasal edits, while the dense nasal ROI provides the evaluation target."
3854,narrative,This gives the project a reproducible benchmark structure rather than treating the prototype as an isolated visual demo.
3863,implementation_claim,"Second, it derives and defends certified RB-SR: a source-conditioned ridge anchor, a residual proposal, a learned spatial admission gate, and a hard ridge-relative fold certificate whose guarantee is structural."
3863,comparative_claim+implementation,"The held-out test confirms the predeclared hypothesis---lower error and fewer new flips than the matched anchor, with the certificate holding on every pair---while honestly recording that LAMM leads raw accuracy and ARAP leads regularity."
3870,narrative,"Third, it builds a statistically disciplined evidence chain: identity-level paired inference with dual source/target clustering, Holm correction within the frozen primary and secondary families, an explicit four-tier evidence hierarchy separating primary, validation, post-hoc and supplementary claims, and a single unlocked test access."
3876,quantitative+implementation,"Fourth, it implements a limitation-aware browser prototype whose behaviour is locked to the released assets through 51 conformance checks."
3876,narrative,"The interface presents semantic controls, full-head visualisation, risk read-outs and an exportable scenario record."
3876,quantitative,The system is positioned as a morphology-communication prototype: it gives patients and clinicians a shared 3D reference while exposing the boundary of the preview rather than hiding it behind a confident render.
3884,narrative,"Overall, the evidence supports Rhinoform as a controlled and auditable prototype for discussing nasal shape change."
3884,narrative,"The project does not establish clinical outcome prediction, but it does establish a measured path from sparse consultation controls to dense registered deformation, with explicit evidence for where the method is accurate, where it is regular, and where the preview should be limited."
3895,narrative,The benchmark uses registered skin-surface meshes.
3895,narrative,"It contains no bone, cartilage, muscle, skin-thickness, scar-tissue or airway representation."
3895,narrative,"As a result, the system can model visible morphology change on the surface, but it cannot infer the anatomical mechanism that would produce a surgical result."
3901,narrative,"The evaluation is FaceScape-only, single-expression and based on uncalibrated units."
3901,narrative,"FaceScape is suitable for a registered-topology geometry benchmark, but it is not a clinical pre/post rhinoplasty dataset."
3901,narrative,"The results therefore do not make millimetre-level, cross-dataset or cross-expression claims."
3907,narrative,"The control protocol uses nine nasal landmarks, and the prototype exposes six semantic slider directions that map cleanly to those handles."
3907,narrative,"This keeps the interactive edits inside the benchmarked control space, but it leaves richer free-form editing, additional surgical manoeuvres and surgeon-specific plans outside the present study."
3914,narrative,The residual gains are modest because the source-conditioned anchor is already a strong baseline and because residual admission is deliberately constrained.
3914,narrative,"The applicability statistic is a control-scale check against the evaluated range, not a calibrated density model or out-of-distribution detector."
3914,narrative,"Normal flips and edge strain are mesh regularity proxies, not clinical safety metrics."
3914,implementation_claim,"The fold certificate is anchor-relative: it guarantees the learned pathway never folds more than the ridge anchor, but it neither guarantees absolute fold-freedom nor detects large reconstruction error, as the mandatory qualitative failure case shows."
3925,quantitative,"The 100 test identities were excluded from final retraining but were not historically untouched during project development, and no independent external confirmation exists."
3925,narrative,"The reported result is therefore internal identity-disjoint confirmatory evidence, one tier below an external test, and the dissertation's claims are scoped accordingly."
3932,narrative,No patient or surgeon user study is claimed.
3932,narrative,"The prototype has not been validated as a clinical planning tool, medical device or surgical-outcome predictor."
3932,narrative,Its validated contribution is technical: a controlled morphology-editing benchmark and an interface that exposes the limits of the preview.
3940,narrative,The main ethical risk is expectation inflation.
3940,narrative,A visually convincing preview can shape patient expectations even when the underlying geometry is uncertain.
3940,narrative,"The prototype addresses this by using a conservative default, surfacing live risk read-outs and shrinking or rejecting edits that leave the benchmarked envelope."
3945,narrative,A second risk concerns body image and vulnerable users.
3945,narrative,A morphology previewer should support discussion rather than increase pressure toward aesthetic change.
3945,narrative,"Any real-user deployment would require careful study design, appropriate screening for vulnerability, institutional ethics approval and clear explanation of the system’s non-clinical scope."
3951,narrative,A third risk concerns provenance and consent.
3951,narrative,The current work uses a research face dataset under a single neutral expression and does not perform identity-transfer or photorealistic outcome prediction.
3951,narrative,The evaluation is technical and does not include patient data or user-facing clinical claims.
3959,narrative,Future work follows directly from the limitations identified above.
3962,implementation_claim,The current release does not include a committed end-to-end browser frame-time distribution.
3962,narrative,The next step is to instrument the deployed interface and report end-to-end latency distributions across representative devices.
3962,comparative_claim,"A formative consultation study should then evaluate whether the six semantic controls, risk language and export record improve shared understanding without inflating expectations."
3970,narrative,The current gate uses global risk budgets.
3970,narrative,"A more refined version should measure where the admission boundary is most sensitive across the dorsum, tip, alae and radix."
3970,narrative,"This would allow the system to explain not only whether an edit is risky, but which nasal sub-unit causes the rejection or shrinkage."
3976,narrative,The present benchmark is surface-only.
3976,narrative,"A stronger deformation model would incorporate bone and cartilage support, skin-envelope thickness and tissue stiffness."
3976,implementation_claim,Physics-informed or FEM-style constraints could then act as additional certificates on top of the current registered-surface metrics.
3976,narrative,Such work would require paired data carrying sub-surface anatomical information.
3983,narrative,The six sliders provide a deliberately restricted semantic interface.
3983,narrative,"Future versions could study additional nasal manoeuvres, asymmetric edits and surgeon-defined control handles while preserving the benchmark structure."
3983,narrative,The key requirement is that any new control should remain measurable as a sparse-to-dense deformation task rather than becoming unconstrained sculpting.
3990,narrative,"With LAMM already retrained and evaluated inside the benchmark (), the next tier of external comparators follows the comparability protocol of ."
3990,narrative,"ShapeFusion would extend the comparison to masked-diffusion inpainting with an explicit diversity-versus-fidelity axis, while NPHM and ImHead would probe whether implicit localized head spaces, bridged back to the registered topology, justify their registration overhead with better nasal response."
3990,implementation_claim,"The LAMM result also sharpens a more interesting open question: since LAMM wins raw accuracy but loses regularity and robustness, and the admission layer of is mechanism-agnostic by construction, a certified LAMM---LAMM's prediction admitted through the spatial gate and projected under the ridge-relative fold certificate---is the natural hybrid to evaluate, asking whether the accuracy frontier can be imported into the certified envelope rather than traded against it."
4007,narrative,"Moving from morphology communication toward clinical planning would require paired pre/post clinical data, calibrated measurements, surgical-manoeuvre labels, prospective validation, ethics approval and regulatory review."
4007,narrative,The present work provides the first technical layer for such a programme: a controlled benchmark and an auditable previewer that make the limits of the current evidence visible.
4016,narrative,This dissertation began with a practical communication problem in rhinoplasty consultation: patients and clinicians need a shared three-dimensional reference for discussing nasal morphology.
4016,narrative,Rhinoform addresses this problem by connecting an interactive prototype to a controlled deformation benchmark.
4016,narrative,"The result is a system that can show a plausible nasal shape edit, measure its geometric reliability, and expose when the edit should be limited."
